B0CBKXTR32,Yitouniu Momentary Self Locking Bluetooth Compatible,"Yitouniu 4CH WIFI Smart Relay Module, DIY Smart Home By Smart life/Tuya App remote control your home appliances or electrical devices anytime and anywhere. Suit for the environment without wifi network also,firstly configure it with 2.4G wifi,change router setting to block wifi connect for the relay,then you can use bluetooth remote.
WIFI control, no need to program. No matter where you are, you only need to download a APP to connect the wifi and control the cloud.
Features:
Two working voltage: USB 5V or DC 7V-32V
With signal instruction light and relay pull-on instruction light
Power <1W, and quiescent current:80mA
Cutover current 10A 2200W/1 channe, Cutover voltage<250V
Max load:16A 3500W/4 Channel
Working Temperature:-40 to 70 degree
Working Humidity:40% to 80% RH
Function:
Default inching Function:Press the open relay by mobile phone, then cut off the pull-on immediately(default one second), it has the timing-share function at the same time.
Self-locking mode: Turn on/off 4 connected devices separately.
Interlock mode: Turn on one device every time, and turn off others at the same time.
You can remotely turn on/off 4 home appliances devices independently.
Set 8 time schedules for automatic control: It can create 8 enabled single/repeat/countdown timers to automatically turn on/off devices at the specified time.And the timers can run themselves even the network is unavailable.
Sync Status:Real-time devices status provided to App.
Voice control:
Wifi smart switch can work perfectly with Alexa-enabled devices like Echo/Tap/Dot, as well as Google home.Just with a simply voice command, Alexa or Google Assistant will work for you, turning on/off the connected devices at once.
Control like this:
Alexa, turn on the light.
Hey Google, turn off the bedroom light.
Package included:
1 x 4CH WIFI Relay Switch Module
1 x English Instruction",Yitouniu,SMARTLIFE,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/41kCOc2vFRL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2OTA1OTI3MDg4MjcwNzA1OjE3MDE5MDk4NzQ6c3BfbXRmOjMwMDAzMTI5MDIwOTgwMjo6MDo6&url=%2FYitouniu-Momentary-Self-Locking-Bluetooth-Compatible%2Fdp%2FB0CBKXTR32%2Fref%3Dsr_1_261_sspa%3Fkeywords%3Dsmart%2Bplug%2Bwifi%26qid%3D1701909874%26sr%3D8-261-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
B0CD8W7MK4,Smart Socket Type AC100%E2%80%91240V Salons,"1. WIRELESS REMOTE CONTROL: When you are not at home, you can also remotely monitor the working status of the device in real time.
2. SMART LIFE APP CONTROL: Control the device switch on the connection socket on the mobile app.
3. MULTIPLE INTERFACES: Supports USB and type C interfaces, making it easy to apply to multiple devices.
4. EASY TO OPERATE: The intelligent plug can automatically switch on and off the electrical appliances as needed, and can be remotely started and stopped with 1 click at any time.
5. APPLICABLE SCENARIOS: Suitable for places such as offices, bedrooms, living rooms, factories, etc.

Specification:
Item Type: Smart Socket
Material: PC
Input Voltage: AC100-240V
Rated Frequency: 50, 60Hz
Maximum Current: 16A
Maximum Power: 3000W
Output: DC 20W Maximum
USB A: DC5V 3A, 9V 2A, 12V 1.5A
USB C: DC5V 3A, 9V 2.22A, 12V 1.67A
USB A and USB C: Maximum 5V 3.4A
Remote Control: BT
WiFi: IEEE 802.11 b g n
Wireless Standard: Wi Fi 2.4G

How to Use:
Follow the instructions.

packing list:
1 x Smart Socket
1 x Mounting Panel
2 x Screw
1 x Manual",Airshi,SMARTLIFE,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/313uDpP6mbL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.com/Smart-Socket-Type-AC100%E2%80%91240V-Salons/dp/B0CD8W7MK4/ref=sr_1_263?keywords=smart+plug+wifi&qid=1701909874&sr=8-263
B0C1KSCDDH,Smart Socket Wireless Remote Control,"Fafeicy wishes you a wonderful shopping experience!
""Fafeicy is a registered brand of industry and household products."" ""Adhering to the best product quality and the most considerate service"" is the brand concept, we strive for excellence in every process of each product, and choose ""adopted from the source"" High-quality materials, continuous improvement of product quality through innovative technology. We are always listening to our customers and upgrading each product to the top quality line. ""
View our best products
Visit the Store
View our best products
Visit the Store",Fafeicy,,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/41Mg4wZdjQL._AC_SX679_.jpg,https://www.amazon.com/Smart-Socket-Wireless-Remote-Control/dp/B0C1KSCDDH/ref=sr_1_264?keywords=smart+plug+wifi&qid=1701909874&sr=8-264
B0B82HNY8Q,Socket Insulated Control Function 100%E2%80%91240V,"About the Faith of Hyuduo
""Quality goods and perfect service "" is our brand conceptour store is full of cheap but good goods,Let's look forward to better Hyuduo
Our Sales Purpose
Perfect household and industrial products,with quality first, perfect priotity,Hyuduo is committed to provide thoughtful service.
""Solving customer problem and meet customer needs "" We assume and continue this belief,
our store is full of cheap but good goods, mainly many beautiful practical products,Many old customers have been purchasing products in our store,
because we have been improving the quality of goods,listen to the customer's valuable opinion, we have been promoting the service,
I completely believe our Hyuduo brand vision,let us look forward to it.",Hyuduo,,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51OrGPLCt9L._SX522_.jpg,https://www.amazon.com/Socket-Insulated-Control-Function-100%E2%80%91240V/dp/B0B82HNY8Q/ref=sr_1_265?keywords=smart+plug+wifi&qid=1701909874&sr=8-265
B0C1NNX6DN,Lenovo Assistant Control Certified Required,"Lenovo Smart Home Essentials are your one-stop shop to a smarter home. They are easy to setup,plug & play smart products, controlled by a single Lenovo Link Pro app. Use your voice to control them using the Google Assistant and/or Alexa. Set up automation to create unique behaviors to make your home smart.",Lenovo,,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/31efYCDBmCL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.com/Lenovo-Assistant-Control-Certified-Required/dp/B0C1NNX6DN/ref=sr_1_266?keywords=smart+plug+wifi&qid=1701909874&sr=8-266
B01LPSGBZS,Century Indoor 24 Hour Mechanical Outlet,"BN-LINK Indoor 24-Hour Mechanical Outlet Timer, 3 Prong, 2-Pack
BN-LINK is a direct distributor of premium quality home improvement products, including Smart plugs, indoor and outdoor timers, indoor and outdoor outlet switches, remote control outlets, heating and cooling thermostat controllers. Every purchase of a BN-LINK product comes with:
Quick and friendly support
Quality and reliability you can trust
BN-LINK Indoor 24-Hour Mechanical Outlet Timer, 3 Prong, 2-Pack
Save energy and automate your home's lights, fans, and appliances with the BN-LINK slim and easy-to-use 24 Hour Plug-in Mechanical Timer. Just set your schedules and go, and you'll never worry if you left the lights on ever again.
Up to 24 On/Off programs
No loose parts. Pins for setting your schedule are built-in around the dial
Programs repeat every 24 hours
Use on lights, fans, coffee machines and more
Slim and compact
Rating: 125VAC, 60 Hz, 1875W, 15A Tungsten & Resistive, 1/2HP
Compact, Security and Money Saving
Save time and have a peace of mind
Reading to sleep? No more worrying about leaving the nightstand lamp on.
BN-LINK Indoor 24-Hour Mechanical Outlet Timer, 3 Prong, 2-Pack BN-LINK Mini Indoor 24-Hour Mechanical Outlet Timer, 2 Prong, 2-Pack BN-LINK 2 Pack WiFi Outlet, Hubless with Energy Monitoring and Timer Function BN-LINK 4 Pack WiFi Outlet, Hubless with Energy Monitoring and Timer Function BN-LINK Digital Timer Outlet, 7 Day Heavy Duty 8 ON/OFF Programmable Timer BN-LINK 24 Hour Plug-in Mechanical Timer Grounded
24 Hour Repeating Timer      
Manual Override Switch      
Minimum Time That Can be Set 30 minutes 30 minutes 1 minute 1 minute 1 minute 15 minutes
No. of Outlets 1 1 1 1 1 1
Outlet Type 3-Prong Grounded 2-Prong Polarized 3-Prong Grounded 3-Prong Grounded 3-Prong Grounded 3-Prong Grounded
Packing 2 Pack 2 Pack 2 Pack 4 Pack 1 Pack 1 Pack
Smart Wifi - -   - -
Indoor/Outdoor Indoor Indoor Indoor Indoor Indoor Indoor",BN-LINK,,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61rwjVhlbJL._AC_SX679_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2OTA1OTI3MDg4MjcwNzA1OjE3MDE5MDk4NzQ6c3BfbXRmOjMwMDA0NTE4NTgzNjAwMjo6MDo6&url=%2FCentury-Indoor-24-Hour-Mechanical-Outlet%2Fdp%2FB01LPSGBZS%2Fref%3Dsr_1_268_sspa%3Fkeywords%3Dsmart%2Bplug%2Bwifi%26qid%3D1701909874%26sr%3D8-268-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
B0CHW4N58L,Filotimo Assistant Controller Monitoring Activation,"Smart Home
Use smart devices to make your life easier.
""Filotimo"" means ""freedom-loving"" and ""unlimited possibilities"" in Greek. This word is also the core concept of our Filotimo smart home brand. We believe in changing lives through technology.
Filotimo Smart Home starts with a simple yet great vision: to make technology a part of everyday life and to make it accessible to every family.
About our team?
Our team consists of a group of engineers and designers who love innovation and are dedicated to combining cutting-edge technologies such as Artificial Intelligence, Internet of Things and Big Data with home design.
The concept of our products?
Each product reflects our in-depth understanding and unique insights into technology and life, allowing you to enjoy the convenience of technology while feeling true comfort and freedom. We believe that technology should not just be cold codes and circuits, it can also have temperature and make people feel warm.
Our Products",Filotimo,SMARTLIFE,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51h7iELStbL._SX522_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2OTA1OTI3MDg4MjcwNzA1OjE3MDE5MDk4NzQ6c3BfbXRmOjMwMDA4OTY1MjM5OTMwMjo6MDo6&url=%2FFilotimo-Assistant-Controller-Monitoring-Activation%2Fdp%2FB0CHW4N58L%2Fref%3Dsr_1_269_sspa%3Fkeywords%3Dsmart%2Bplug%2Bwifi%26qid%3D1701909874%26sr%3D8-269-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
B0B47XJTFP,Insulated Control Function Required 100%E2%80%91240V,"WALFRONT
WALFRONT's categories include industrial, auto parts, home furnishing, sports outdoor, digital, maternal and child pets, music, etc.
Our products range from industrial maintenance, low and medium voltage equipment and instrumentation to electronic components.
WALFRONT
When did we start?
Launched in 2017, WALFRONT quickly became a leading industrial brand we have served more than millions of tool shops and homes around the world, and have become one of the most popular online sellers for industrial and commercial supplies suppliers.",Walfront,,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51OrGPLCt9L._AC_SX679_.jpg,https://www.amazon.com/Insulated-Control-Function-Required-100%E2%80%91240V/dp/B0B47XJTFP/ref=sr_1_270?keywords=smart+plug+wifi&qid=1701909874&sr=8-270
B0CJQXZ5BP,IUPPA Mobilephone Function Compatible Assistant,"Specifications:
Type: 1CH WIFI Switch Module / 2CH WIFI Switch Module / 3CH WIFI Switch Module / 4CH WIFI Switch Module (Optional)
Max. Load:
  1CH: LED 300W, 10A
  2CH: LED 2*150W, 2*5A
  3CH: LED 3*150W, 3*3.3A
  4CH: LED 4*150W, 4*2.5A
Material: ABS
Voltage: AC100-240V, 50/60Hz
Operation Frequency: 2.412GHz-2.484GHz
Operation Temp.: -10~40
tocol: WIFI IEEE 802.11b/g/n
Operation Range: <100m
IP Rating: IP20
Item Size: 39.2 * 39.2 * 18mm / 1.54 * 1.54 * 0.71in
Item Weight: 36g / 1.29oz
Package Weight: 42g / 1.49oz
Package Size: 6.2 * 4 * 2.3cm / 2.44 * 1.57 * 0.91in

Package List:
1 * Smart Module
1 * Manual (English)

Note:
NEUTRAL WIRE is required. Only support WiFi 2.4GHz.",IUPPA,GOOGLEASSISTANT,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/613Glzwl0hL._AC_SX679_.jpg,https://www.amazon.com/IUPPA-Mobilephone-Function-Compatible-Assistant/dp/B0CJQXZ5BP/ref=sr_1_271?keywords=smart+plug+wifi&qid=1701909874&sr=8-271
B0C9TMBC1D,Socket Visible Dustproof Smart Bathroom,"1. Intelligent Control: The WiFi socket offers intelligent control with WiFi connectivity, remote mobile control, and third party voice control. With simple voice commands, you can control this versatile socket, allowing multiple users to interfere with remote control.
2. User Friendly Lock Design: With its innovative lock design, this WiFi socket offers easy use and greater convenience. The plug can be easily taken out of the lock design, thereby eliminating the of disconnection from a power source.
3. Visible Waterproof Film Designed: With its waterproof dustproof film design and durable construction, this WiFi socket provides protection against water and dust while offering visual control without having to open the socket.
4. Large Space and ABS Housing: This versatile socket boasts spacious functionality, with compatibility to various plug types and sizes with large angles. Additionally, the ABS housing provides long lasting durability against wear and tear, while the IP55 waterproof grade guarantees safe and secure use at all times.
5. Real Time APP Monitoring: With its APP real time monitoring system, you can check and control this socket device anytime, anywhere, perfect for home and office.

Spec:
Item Type: WiFi Socket
Material: PC, ABS
Weight: Approx. 215g/7.6oz
Product Size: Approx. 85x70x63mm/3.3x2.8x2.5in
Hole Distance: Approx. 70x54mm/2.8x2.1in
Protection Class: IP55
Input: AC 100 to 240V, maximum voltage 250V
Rated Frequency: 50Hz, 60HZ
APP: for Tuya smart life
Wifi: 2.4G WiFi
Protection Function: Waterproof protection
Switching Mode: Total control
Wireless Connection: wifi, Bluetooth
Conductor Material: Tin bronze
Applications: Bathroom, basement, balcony, outdoor

How to Use:
Download the APP, then open the login connection to use it

packing list:
1 x WiFi Socket
1 x Specification

1 x Accessory

4 x Screw

2 x Expansion Tube",Headerbs,SMARTLIFE,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61m69heLWQL._AC_SX679_.jpg,https://www.amazon.com/Socket-Visible-Dustproof-Smart-Bathroom/dp/B0C9TMBC1D/ref=sr_1_272?keywords=smart+plug+wifi&qid=1701909874&sr=8-272
B0C9T43CYN,Socket Smart Visible Dustproof Bathroom,"1. Intelligent Control: The WiFi socket offers intelligent control with WiFi connectivity, remote mobile control, and third party voice control. With simple voice commands, you can control this versatile socket, allowing multiple users to interfere with remote control.
2. User Friendly Lock Design: With its innovative lock design, this WiFi socket offers easy use and greater convenience. The plug can be easily taken out of the lock design, thereby eliminating the of disconnection from a power source.
3. Visible Waterproof Film Designed: With its waterproof dustproof film design and durable construction, this WiFi socket provides protection against water and dust while offering visual control without having to open the socket.
4. Large Space and ABS Housing: This versatile socket boasts spacious functionality, with compatibility to various plug types and sizes with large angles. Additionally, the ABS housing provides long lasting durability against wear and tear, while the IP55 waterproof grade guarantees safe and secure use at all times.
5. Real Time APP Monitoring: With its APP real time monitoring system, you can check and control this socket device anytime, anywhere, perfect for home and office.

Specification:
Item Type: WiFi Socket
Material: PC, ABS
Weight: Approx. 215g/7.6oz
Product Size: Approx. 85x70x63mm/3.3x2.8x2.5in
Hole Distance: Approx. 70x54mm/2.8x2.1in
Protection Class: IP55
Input: AC 100 to 240V, maximum voltage 250V
Rated Frequency: 50Hz, 60HZ
APP: for Tuya smart life
Wifi: 2.4G WiFi
Protection Function: Waterproof protection
Switching Mode: Total control
Wireless Connection: wifi, Bluetooth
Conductor Material: Tin bronze
Applications: Bathroom, basement, balcony, outdoor

How to Use:
Download the APP, then open the login connection to use it

packing list:
1 x WiFi Socket
1 x Specification

1 x Accessory

4 x Screw

2 x Expansion Tube",Pssopp,SMARTLIFE,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61PaowXv3yL._AC_SX679_.jpg,https://www.amazon.com/Socket-Smart-Visible-Dustproof-Bathroom/dp/B0C9T43CYN/ref=sr_1_273?keywords=smart+plug+wifi&qid=1701909874&sr=8-273
B0C9TMDTVX,Smart Plug Socket 100 240V Bathroom,"1. Intelligent Control: The WiFi socket offers intelligent control with WiFi connectivity, remote mobile control, and third party voice control. With simple voice commands, you can control this versatile socket, allowing multiple users to interfere with remote control.
2. User Friendly Lock Design: With its innovative lock design, this WiFi socket offers easy use and greater convenience. The plug can be easily taken out of the lock design, thereby eliminating the of disconnection from a power source.
3. Visible Waterproof Film Designed: With its waterproof dustproof film design and durable construction, this WiFi socket provides protection against water and dust while offering visual control without having to open the socket.
4. Large Space and ABS Housing: This versatile socket boasts spacious functionality, with compatibility to various plug types and sizes with large angles. Additionally, the ABS housing provides long lasting durability against wear and tear, while the IP55 waterproof grade guarantees safe and secure use at all times.
5. Real Time APP Monitoring: With its APP real time monitoring system, you can check and control this socket device anytime, anywhere, perfect for home and office.

Specification:
Item Type: WiFi Socket
Material: PC, ABS
Weight: Approx. 215g/7.6oz
Product Size: Approx. 85x70x63mm/3.3x2.8x2.5in
Hole Distance: Approx. 70x54mm/2.8x2.1in
Protection Class: IP55
Input: AC 100 to 240V, maximum voltage 250V
Rated Frequency: 50Hz, 60HZ
APP: for Tuya smart life
Wifi: 2.4G WiFi
Protection Function: Waterproof protection
Switching Mode: Total control
Wireless Connection: wifi, Bluetooth
Conductor Material: Tin bronze
Applications: Bathroom, basement, balcony, outdoor

How to Use:
Download the APP, then open the login connection to use it

packing list:
1 x WiFi Socket
1 x Specification

1 x Accessory

4 x Screw

2 x Expansion Tube",GLOGLOW,SMARTLIFE,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61weAYOaywL._AC_SX679_.jpg,https://www.amazon.com/Smart-Plug-Socket-100-240V-Bathroom/dp/B0C9TMDTVX/ref=sr_1_274?keywords=smart+plug+wifi&qid=1701909874&sr=8-274
